"","REGION","RECEIVING.COUNTRY","CUSTOMER","NAME_1","NAME_2","NAME_3","DESCRIPTION","BILLING.DOC","SERVICE.DATE","CONSIGNMENT.ID","ARTICLE.ID","BILLED.LENGTH","BILLED.WIDTH","BILLED.HEIGHT","CUBIC.WEIGHT","BILLED.WEIGHT","ACTUAL.WEIGHT","CHARGE.ZONE","FROM.STATE","AVG..UNIT.PRICE","AMOUNT.EXCL.TAX","uplift_service","customer_code","is_gst_free_zone","cubic_size","cubic_weight","max_weight","over_max_limits_fee","weight_category_max","row_index_max","col_index_max","charge_value_max_incgst","base_charge_incgst"
"6365","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824269858,20240328,"33ATN4428682","00093480830463411549",0.27,0.2,0.18,0,6.45,6.45,"WG","NSW",7.42,6.75,"eparcel_wine.NSW","SDR","No",0.00972,2.43,6.45,NA,"X5.01kg_to_9kg",4,5,10.69,10.69
"6366","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824269858,20240328,"33ATN4428682","00093480830463411570",0.27,0.2,0.18,0,6.45,6.45,"WG","NSW",5.92,5.38,"eparcel_wine.NSW","SDR","No",0.00972,2.43,6.45,NA,"X5.01kg_to_9kg",4,5,10.69,10.69
"6367","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824269858,20240328,"33ATN4428682","00093480830463411617",0.24,0.21,0.18,0,6.75,6.75,"WG","NSW",5.92,5.38,"eparcel_wine.NSW","SDR","No",0.009072,2.268,6.75,NA,"X5.01kg_to_9kg",4,5,10.69,10.69
"6368","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824269858,20240328,"33ATN4429505","00093480830463412102",0.32,0.22,0.15,0,6.7,6.7,"N2","NSW",12.22,11.11,"eparcel_wine.NSW","SDR","No",0.01056,2.64,6.7,NA,"X5.01kg_to_9kg",9,5,16.86,16.86
"6369","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824269858,20240328,"33ATN4429505","00093480830463412140",0.24,0.21,0.18,0,6.85,6.9,"N2","NSW",13.72,12.47,"eparcel_wine.NSW","SDR","No",0.009072,2.268,6.85,NA,"X5.01kg_to_9kg",9,5,16.86,16.86
"6370","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824269858,20240328,"33ATN4431213","00093480830463412560",0.27,0.21,0.18,0,6.45,6.45,"N2","NSW",12.22,11.11,"eparcel_wine.NSW","SDR","No",0.010206,2.5515,6.45,NA,"X5.01kg_to_9kg",9,5,16.86,16.86
"6371","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824269858,20240328,"33ATN4431213","00093480830463412607",0.27,0.21,0.18,0,6.45,6.45,"N2","NSW",12.22,11.11,"eparcel_wine.NSW","SDR","No",0.010206,2.5515,6.45,NA,"X5.01kg_to_9kg",9,5,16.86,16.86
"6372","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824269858,20240328,"33ATN4431213","00093480830463412645",0.27,0.2,0.18,0,6.5,6.5,"N2","NSW",12.22,11.11,"eparcel_wine.NSW","SDR","No",0.00972,2.43,6.5,NA,"X5.01kg_to_9kg",9,5,16.86,16.86
"6373","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824269858,20240328,"33ATN4431213","00093480830463412683",0.24,0.2,0.19,0,6.8,6.85,"N2","NSW",13.72,12.47,"eparcel_wine.NSW","SDR","No",0.00912,2.28,6.8,NA,"X5.01kg_to_9kg",9,5,16.86,16.86
"6374","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824269858,20240328,"33ATN4432621","00093480830463412720",0.27,0.21,0.18,0,6.4,6.45,"Q4","NSW",23.4,21.27,"eparcel_wine.NSW","SDR","No",0.010206,2.5515,6.4,NA,"X5.01kg_to_9kg",24,5,26.9,26.9
"6375","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824269858,20240328,"33ATN4432621","00093480830463412768",0.23,0.2,0.18,0,6.9,6.85,"Q4","NSW",24.9,22.64,"eparcel_wine.NSW","SDR","No",0.00828,2.07,6.9,NA,"X5.01kg_to_9kg",24,5,26.9,26.9
"6376","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824269858,20240328,"33ATN4434289","00093480830463412805",0.27,0.21,0.18,0,6.45,6.45,"S2","NSW",17.65,16.05,"eparcel_wine.NSW","SDR","No",0.010206,2.5515,6.45,NA,"X5.01kg_to_9kg",27,5,22.36,22.36
"6377","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824269858,20240328,"33ATN4434289","00093480830463412843",0.27,0.2,0.18,0,6.45,6.45,"S2","NSW",17.65,16.05,"eparcel_wine.NSW","SDR","No",0.00972,2.43,6.45,NA,"X5.01kg_to_9kg",27,5,22.36,22.36
"6378","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824269858,20240328,"33ATN4434289","00093480830463412881",0.27,0.2,0.18,0,6.45,6.5,"S2","NSW",19.15,17.41,"eparcel_wine.NSW","SDR","No",0.00972,2.43,6.45,NA,"X5.01kg_to_9kg",27,5,22.36,22.36
"6379","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824269858,20240328,"33ATN4434289","00093480830463412928",0.27,0.21,0.18,0,6.45,6.45,"S2","NSW",17.65,16.05,"eparcel_wine.NSW","SDR","No",0.010206,2.5515,6.45,NA,"X5.01kg_to_9kg",27,5,22.36,22.36
"6380","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824269858,20240328,"33ATN4436146","00093480830463412966",0.24,0.2,0.18,0,6.85,6.85,"V2","NSW",16.13,14.66,"eparcel_wine.NSW","SDR","No",0.00864,2.16,6.85,NA,"X5.01kg_to_9kg",15,5,18.51,18.51
"6381","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824269858,20240328,"33ATN4436927","00093480830463413048",0.32,0.22,0.14,0,6.6,6.6,"N0","NSW",5.82,5.29,"eparcel_wine.NSW","SDR","No",0.009856,2.464,6.6,NA,"X5.01kg_to_9kg",1,5,9.18,9.18
"6382","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824269858,20240328,"33ATN4436927","00093480830463413086",0.24,0.2,0.19,0,6.8,6.85,"N0","NSW",7.32,6.65,"eparcel_wine.NSW","SDR","No",0.00912,2.28,6.8,NA,"X5.01kg_to_9kg",1,5,9.18,9.18
"6383","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824269858,20240328,"33ATN4437287","00093480830463413123",0.32,0.21,0.14,0,6.8,6.9,"Q0","NSW",11.84,10.76,"eparcel_wine.NSW","SDR","No",0.009408,2.352,6.8,NA,"X5.01kg_to_9kg",16,5,13.54,13.54
"6384","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824269858,20240328,"33ATN4437287","00093480830463413161",0.24,0.2,0.18,0,6.9,6.75,"Q0","NSW",10.34,9.4,"eparcel_wine.NSW","SDR","No",0.00864,2.16,6.9,NA,"X5.01kg_to_9kg",16,5,13.54,13.54
"6385","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824269858,20240328,"33ATN4437287","00093480830463413192",0.23,0.21,0.19,0,6.9,6.85,"Q0","NSW",10.34,9.4,"eparcel_wine.NSW","SDR","No",0.009177,2.29425,6.9,NA,"X5.01kg_to_9kg",16,5,13.54,13.54
"6387","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824530662,20240329,"33ATN4447168","00093480830463629982",0.32,0.22,0.14,0,6.8,6.55,"Q1","NSW",11.84,10.76,"eparcel_wine.NSW","SDR","No",0.009856,2.464,6.8,NA,"X5.01kg_to_9kg",17,5,13.54,13.54
"6388","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824530662,20240329,"33ATN4454246","00093480830463766458",0.27,0.21,0.18,0,6.4,6.45,"SC","NSW",11.49,10.45,"eparcel_wine.NSW","SDR","No",0.010206,2.5515,6.4,NA,"X5.01kg_to_9kg",21,5,14.44,14.44
"6390","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824551071,20240329,"33ATN4446610","00093480830463629838",0.27,0.2,0.18,0,6.45,6.45,"W0","NSW",11.32,10.28,"eparcel_wine.NSW","SDR","No",0.00972,2.43,6.45,NA,"X5.01kg_to_9kg",28,5,15.75,15.75
"6391","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824551071,20240329,"33ATN4446610","00093480830463629890",0.24,0.21,0.18,0,6.85,6.8,"W0","NSW",9.82,8.93,"eparcel_wine.NSW","SDR","No",0.009072,2.268,6.85,NA,"X5.01kg_to_9kg",28,5,15.75,15.75
"6392","NSW","AU",7838165,"SDR - Shine Drink - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824551071,20240329,"33ATN4447167","00093480830463629944",0.25,0.21,0.19,0,6.8,6.85,"GF","NSW",7.42,6.75,"eparcel_wine.NSW","SDR","No",0.009975,2.49375,6.8,NA,"X5.01kg_to_9kg",3,5,10.69,10.69
"27233","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824373225,20240328,"S2P4443876","00093480830463524126",0.32,0.31,0.23,0,14.65,14.65,"IP","NSW",16.04,14.59,"eparcel_wine.NSW","CWC","No",0.022816,5.704,14.65,NA,"X9.01kg_to_16kg",18,6,16.94,16.94
"27234","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824373225,20240328,"S2P4443938","00093480830463524133",0.3,0.3,0.23,0,13.6,13.55,"N1","NSW",7.32,6.65,"eparcel_wine.NSW","CWC","No",0.0207,5.175,13.6,NA,"X9.01kg_to_16kg",2,6,10.05,10.05
"27235","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824373225,20240328,"S2P4444007","00093480830463524119",0.31,0.3,0.23,0,13.55,13.55,"N1","NSW",7.32,6.65,"eparcel_wine.NSW","CWC","No",0.02139,5.3475,13.55,NA,"X9.01kg_to_16kg",2,6,10.05,10.05
"27237","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824535766,20240329,"S2P4453441","00093480830463753861",0.3,0.29,0.23,0,12.9,13.55,"GC","NSW",14.82,13.47,"eparcel_wine.NSW","CWC","No",0.02001,5.0025,12.9,NA,"X9.01kg_to_16kg",19,6,16.94,16.94
"27238","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824535766,20240329,"S2P4453604","00093480830463753830",0.3,0.29,0.23,0,12.9,13.6,"T1","NSW",27.24,24.77,"eparcel_wine.NSW","CWC","No",0.02001,5.0025,12.9,NA,"X9.01kg_to_16kg",33,6,29.75,29.75
"27239","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824535766,20240329,"S2P4453682","00093480830463753878",0.31,0.31,0.23,0,13.8,14.5,"N0","NSW",7.32,6.65,"eparcel_wine.NSW","CWC","No",0.022103,5.52575,13.8,NA,"X9.01kg_to_16kg",1,6,9.18,9.18
"27240","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824535766,20240329,"S2P4453973","00093480830463753854",0.31,0.29,0.23,0,11.9,13.55,"S0","NSW",14.76,13.42,"eparcel_wine.NSW","CWC","No",0.020677,5.16925,11.9,NA,"X9.01kg_to_16kg",25,6,16.48,16.48
"27241","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824535766,20240329,"S2P4455384","00093480830463767783",0.3,0.29,0.23,0,11.85,13.55,"SC","NSW",14.64,13.31,"eparcel_wine.NSW","CWC","No",0.02001,5.0025,11.85,NA,"X9.01kg_to_16kg",21,6,16.94,16.94
"27243","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824483625,20240329,"S2P4444830","00093480830463676863",0.31,0.29,0.23,0,11.85,11.85,"N2","NSW",16.97,15.43,"eparcel_wine.NSW","CWC","No",0.020677,5.16925,11.85,NA,"X9.01kg_to_16kg",9,6,21.47,21.47
"27244","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824483625,20240329,"S2P4444949","00093480830463676900",0.3,0.29,0.23,0,11.95,13.55,"N0","NSW",7.32,6.65,"eparcel_wine.NSW","CWC","No",0.02001,5.0025,11.95,NA,"X9.01kg_to_16kg",1,6,9.18,9.18
"27245","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824483625,20240329,"S2P4445176","00093480830463676948",0.36,0.34,0.27,0,13.85,14.85,"V0","NSW",15.27,13.88,"eparcel_wine.NSW","CWC","No",0.033048,8.262,13.85,NA,"X9.01kg_to_16kg",10,6,16.59,16.59
"27246","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824483625,20240329,"S2P4445360","00093480830463676962",0.29,0.29,0.23,0,11.7,13.55,"GC","NSW",14.21,12.92,"eparcel_wine.NSW","CWC","No",0.019343,4.83575,11.7,NA,"X9.01kg_to_16kg",19,6,16.94,16.94
"27247","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824483625,20240329,"S2P4445878","00093480830463676856",0.35,0.34,0.27,0,13.35,15.45,"SC","NSW",15.9,14.45,"eparcel_wine.NSW","CWC","No",0.03213,8.0325,13.35,NA,"X9.01kg_to_16kg",21,6,16.94,16.94
"27248","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824483625,20240329,"S2P4445942","00093480830463676894",0.31,0.3,0.23,0,12.65,12.65,"GF","NSW",8.68,7.89,"eparcel_wine.NSW","CWC","No",0.02139,5.3475,12.65,NA,"X9.01kg_to_16kg",3,6,11.26,11.26
"27249","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824483625,20240329,"S2P4445943","00093480830463676931",0.31,0.3,0.23,0,12.5,13.85,"W0","NSW",15.94,14.49,"eparcel_wine.NSW","CWC","No",0.02139,5.3475,12.5,NA,"X9.01kg_to_16kg",28,6,18.89,18.89
"27250","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824483625,20240329,"S2P4446484","00093480830463676986",0.34,0.31,0.23,0,17.2,18,"W0","NSW",19.79,18.01,"eparcel_wine.NSW","CWC","No",0.024242,6.0605,17.2,NA,"X16.01kg_to_22kg",28,7,22.93,22.93
"27251","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824483625,20240329,"S2P4447590","00093480830463676849",0.31,0.29,0.23,0,11.85,11.85,"CB","NSW",8.78,7.98,"eparcel_wine.NSW","CWC","No",0.020677,5.16925,11.85,NA,"X9.01kg_to_16kg",6,6,11.26,11.26
"27252","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824483625,20240329,"S2P4447592","00093480830463676887",0.3,0.29,0.23,0,11.9,13.55,"SC","NSW",14.64,13.31,"eparcel_wine.NSW","CWC","No",0.02001,5.0025,11.9,NA,"X9.01kg_to_16kg",21,6,16.94,16.94
"27253","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824483625,20240329,"S2P4448321","00093480830463676924",0.3,0.3,0.23,0,12.7,13.55,"SC","NSW",15.27,13.88,"eparcel_wine.NSW","CWC","No",0.0207,5.175,12.7,NA,"X9.01kg_to_16kg",21,6,16.94,16.94
"27254","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824483625,20240329,"S2P4448583","00093480830463676870",0.3,0.29,0.23,0,12.8,13.55,"W0","NSW",15.94,14.49,"eparcel_wine.NSW","CWC","No",0.02001,5.0025,12.8,NA,"X9.01kg_to_16kg",28,6,18.89,18.89
"27255","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824483625,20240329,"S2P4448583","00093480830463676917",0.3,0.29,0.23,0,11.9,13.55,"W0","NSW",13.67,12.43,"eparcel_wine.NSW","CWC","No",0.02001,5.0025,11.9,NA,"X9.01kg_to_16kg",28,6,18.89,18.89
"27256","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824483625,20240329,"S2P4450155","00093480830463676955",0.34,0.34,0.27,0,13.45,14.95,"W0","NSW",16.71,15.19,"eparcel_wine.NSW","CWC","No",0.031212,7.803,13.45,NA,"X9.01kg_to_16kg",28,6,18.89,18.89
"27257","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824483625,20240329,"S2P4450273","00093480830463676979",0.3,0.29,0.23,0,12.95,13.55,"S0","NSW",15.35,13.95,"eparcel_wine.NSW","CWC","No",0.02001,5.0025,12.95,NA,"X9.01kg_to_16kg",25,6,16.48,16.48
"28375","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824277974,20240328,"S2P4422572","00093480830463469175",0.29,0.29,0.23,0,13.55,13.6,"SC","NSW",15.9,14.45,"eparcel_wine.NSW","CWC","No",0.019343,4.83575,13.55,NA,"X9.01kg_to_16kg",21,6,16.94,16.94
"28376","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824277974,20240328,"S2P4423024","00093480830463469212",0.31,0.3,0.23,0,13.55,13.55,"CB","NSW",9.22,8.38,"eparcel_wine.NSW","CWC","No",0.02139,5.3475,13.55,NA,"X9.01kg_to_16kg",6,6,11.26,11.26
"28377","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824277974,20240328,"S2P4423063","00093480830463469250",0.3,0.29,0.23,0,13.55,13.55,"S0","NSW",15.94,14.49,"eparcel_wine.NSW","CWC","No",0.02001,5.0025,13.55,NA,"X9.01kg_to_16kg",25,6,16.48,16.48
"28378","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824277974,20240328,"S2P4423063","00093480830463469298",0.3,0.29,0.23,0,13.55,13.55,"S0","NSW",14.44,13.13,"eparcel_wine.NSW","CWC","No",0.02001,5.0025,13.55,NA,"X9.01kg_to_16kg",25,6,16.48,16.48
"28379","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824277974,20240328,"S2P4423064","00093480830463469335",0.34,0.3,0.26,0,15.85,15.85,"SC","NSW",15.66,14.24,"eparcel_wine.NSW","CWC","No",0.02652,6.63,15.85,NA,"X9.01kg_to_16kg",21,6,16.94,16.94
"28380","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824277974,20240328,"S2P4423064","00093480830463469373",0.36,0.34,0.27,0,15.85,15.85,"SC","NSW",17.16,15.6,"eparcel_wine.NSW","CWC","No",0.033048,8.262,15.85,NA,"X9.01kg_to_16kg",21,6,16.94,16.94
"28381","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824277974,20240328,"S2P4423757","00093480830463469410",0.3,0.29,0.23,0,13.55,13.55,"GF","NSW",8.89,8.08,"eparcel_wine.NSW","CWC","No",0.02001,5.0025,13.55,NA,"X9.01kg_to_16kg",3,6,11.26,11.26
"28382","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824277974,20240328,"S2P4423784","00093480830463469458",0.3,0.29,0.23,0,13.55,13.55,"WG","NSW",8.89,8.08,"eparcel_wine.NSW","CWC","No",0.02001,5.0025,13.55,NA,"X9.01kg_to_16kg",4,6,11.26,11.26
"28383","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824277974,20240328,"S2P4424090","00093480830463469519",0.3,0.3,0.23,0,13.55,13.55,"W0","NSW",16.71,15.19,"eparcel_wine.NSW","CWC","No",0.0207,5.175,13.55,NA,"X9.01kg_to_16kg",28,6,18.89,18.89
"28384","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824277974,20240328,"S2P4424125","00093480830463469557",0.3,0.29,0.23,0,13.55,13.55,"Q2","NSW",31.77,28.88,"eparcel_wine.NSW","CWC","No",0.02001,5.0025,13.55,NA,"X9.01kg_to_16kg",22,6,33.17,33.17
"28385","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824277974,20240328,"S2P4424125","00093480830463469595",0.3,0.3,0.23,0,13.55,13.55,"Q2","NSW",30.27,27.52,"eparcel_wine.NSW","CWC","No",0.0207,5.175,13.55,NA,"X9.01kg_to_16kg",22,6,33.17,33.17
"28386","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824277974,20240328,"S2P4424266","00093480830463469632",0.3,0.29,0.23,0,13.55,13.55,"N0","NSW",7.32,6.65,"eparcel_wine.NSW","CWC","No",0.02001,5.0025,13.55,NA,"X9.01kg_to_16kg",1,6,9.18,9.18
"28387","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824277974,20240328,"S2P4424492","00093480830463469670",0.3,0.29,0.23,0,13.6,13.6,"N0","NSW",7.32,6.65,"eparcel_wine.NSW","CWC","No",0.02001,5.0025,13.6,NA,"X9.01kg_to_16kg",1,6,9.18,9.18
"28388","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824277974,20240328,"S2P4424493","00093480830463469717",0.3,0.29,0.23,0,13.55,13.55,"N2","NSW",18.27,16.61,"eparcel_wine.NSW","CWC","No",0.02001,5.0025,13.55,NA,"X9.01kg_to_16kg",9,6,21.47,21.47
"28389","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824277974,20240328,"S2P4425439","00093480830463469731",0.3,0.29,0.23,0,13.55,13.6,"S0","NSW",15.94,14.49,"eparcel_wine.NSW","CWC","No",0.02001,5.0025,13.55,NA,"X9.01kg_to_16kg",25,6,16.48,16.48
"28390","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824277974,20240328,"S2P4425440","00093480830463469755",0.3,0.29,0.23,0,13.55,13.55,"CB","NSW",9.22,8.38,"eparcel_wine.NSW","CWC","No",0.02001,5.0025,13.55,NA,"X9.01kg_to_16kg",6,6,11.26,11.26
"28391","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824277974,20240328,"S2P4425440","00093480830463469762",0.3,0.29,0.23,0,13.55,13.55,"CB","NSW",7.72,7.02,"eparcel_wine.NSW","CWC","No",0.02001,5.0025,13.55,NA,"X9.01kg_to_16kg",6,6,11.26,11.26
"28392","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824277974,20240328,"S2P4425448","00093480830463469779",0.32,0.31,0.24,0,13.6,13.6,"N0","NSW",7.32,6.65,"eparcel_wine.NSW","CWC","No",0.023808,5.952,13.6,NA,"X9.01kg_to_16kg",1,6,9.18,9.18
"28393","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824277974,20240328,"S2P4425450","00093480830463469151",0.34,0.3,0.26,0,14.5,14.5,"N0","NSW",7.32,6.65,"eparcel_wine.NSW","CWC","No",0.02652,6.63,14.5,NA,"X9.01kg_to_16kg",1,6,9.18,9.18
"28394","NSW","AU",7618644,"CWC - Coffee and Wine Co - ESK","Att: Accounts Payable","eStore Logistics Pty Ltd","EPARCEL WINE STD",7824277974,20240328,"S2P4426137","00093480830463469199",0.35,0.34,0.27,0,15.45,15.45,"W2","NSW",32.81,29.83,"eparcel_wine.NSW","CWC","No",0.03213,8.0325,15.45,NA,"X9.01kg_to_16kg",30,6,31.81,31.81
